InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
   24470000       2.380077  2.412940e-06      6097.500394         5.221367      6095.566879         6.233242  0.43  0.22671
   24480000       2.374160  2.495804e-06      6097.522415         7.258287      6094.400031         6.212507  0.44  0.22680
   24490000       2.368218  2.477337e-06      6085.986938         8.349842      6091.808565         6.189148  0.49  0.22358
   24500000       2.362286  2.532941e-06      6102.385568         7.125350      6098.779718         6.171462  0.47  0.22559
   24510000       2.356367  2.536995e-06      6090.074752        13.140590      6102.890128         6.160979  0.43  0.22671
   24520000       2.350478  2.537253e-06      6098.124868         7.207130      6104.125174         6.140954  0.45  0.22664
   24530000       2.344591  2.509458e-06      6114.267784         3.086614      6111.930731         6.126917  0.44  0.22680
   24540000       2.338746  2.448604e-06      6114.699462         5.041496      6113.634385         6.119193  0.52  0.21879
   24550000       2.332911  2.495550e-06      6107.369812         6.662797      6111.912691         6.104761  0.31  0.20670
   24560000       2.327104  2.521878e-06      6114.471821        10.926517      6105.627857         6.095902  0.42  0.22639
   24570000       2.321335  2.492755e-06      6104.282648         5.155336      6105.655442         6.094809  0.38  0.22264
   24580000       2.315611  2.496468e-06      6111.258760        11.421293      6100.348347         6.086987  0.47  0.22559
   24590000       2.309898  2.480409e-06      6099.584355         5.668920      6095.887936         6.069522  0.40  0.22500
   24600000       2.304200  2.500691e-06      6087.671248         8.662358      6096.066206         6.053535  0.48  0.22471
   24610000       2.298504  2.507917e-06      6102.148099         7.493578      6097.370370         6.029830  0.42  0.22639
   24620000       2.292815  2.448626e-06      6089.823454         5.955632      6095.212189         6.011110  0.47  0.22559
   24630000       2.287148  2.487186e-06      6106.775744        12.797526      6099.148223         6.001855  0.54  0.21442
   24640000       2.281513  2.492868e-06      6096.879224         7.818973      6093.676856         5.992236  0.45  0.22664
   24650000       2.275896  2.390230e-06      6098.104606         6.388434      6092.747941         5.984292  0.34  0.21499
   24660000       2.270290  2.491822e-06      6078.488176         8.896242      6086.454360         5.968646  0.44  0.22680
   24670000       2.264695  2.499640e-06      6096.281886        10.817434      6088.004533         5.951355  0.48  0.22471
   24680000       2.259106  2.416460e-06      6093.002922         3.502873      6090.889367         5.936786  0.40  0.22500
   24690000       2.253540  2.441216e-06      6083.042550        10.977002      6092.821608         5.918405  0.36  0.21930
   24700000       2.247970  2.506856e-06      6093.919483         4.719210      6093.743062         5.900816  0.45  0.22664
   24710000       2.242405  2.446441e-06      6086.857688         5.684508      6090.014386         5.884835  0.43  0.22671
   24720000       2.236852  2.510866e-06      6103.358038        13.027584      6097.512526         5.868066  0.43  0.22671
   24730000       2.231306  2.507271e-06      6105.629132         7.497285      6101.619496         5.856225  0.31  0.20670
   24740000       2.225797  2.509211e-06      6117.118087        11.938599      6108.070853         5.841705  0.60  0.19592
   24750000       2.220286  2.401610e-06      6093.265663        11.373590      6103.916477         5.824070  0.45  0.22664
   24760000       2.214805  2.411434e-06      6095.184120         3.483783      6093.361180         5.819890  0.62  0.18804
   24770000       2.209350  2.434677e-06      6105.935903        12.864350      6096.223888         5.803475  0.51  0.22062
   24780000       2.203915  2.494508e-06      6099.411707         4.828381      6096.269654         5.794076  0.42  0.22639
   24790000       2.198503  2.486738e-06      6090.061807         3.799045      6090.113109         5.785776  0.47  0.22559
   24800000       2.193118  2.416854e-06      6088.979076         4.042883      6092.464978         5.774709  0.36  0.21930
   24810000       2.187755  2.463826e-06      6092.144819         8.883023      6095.233818         5.761555  0.42  0.22639
   24820000       2.182406  2.483433e-06      6084.496397        12.034688      6096.248789         5.747576  0.52  0.21879
   24830000       2.177083  2.476765e-06      6095.465134         8.321267      6094.016812         5.737300  0.42  0.22639
   24840000       2.171753  2.472423e-06      6090.769308        13.770067      6088.868417         5.724549  0.46  0.22624
   24850000       2.166458  2.465208e-06      6085.550974         6.121559      6087.078059         5.709342  0.49  0.22358
   24860000       2.161169  2.415472e-06      6094.710213         8.336919      6087.425780         5.691860  0.42  0.22639
   24870000       2.155895  2.374173e-06      6085.009062        10.653785      6093.111430         5.681612  0.48  0.22471
   24880000       2.150661  2.453845e-06      6102.283329         3.783901      6100.630213         5.671319  0.44  0.22680
   24890000       2.145429  2.379587e-06      6091.938445         9.490057      6092.437421         5.667304  0.48  0.22471
   24900000       2.140210  2.434469e-06      6096.794606         5.206426      6092.756080         5.646910  0.43  0.22671
   24910000       2.135000  2.469808e-06      6090.637800         4.447221      6087.641298         5.631529  0.44  0.22680
   24920000       2.129775  2.464220e-06      6094.543644         6.765186      6090.339807         5.608517  0.46  0.22624
   24930000       2.124561  2.465072e-06      6089.933582         3.416285      6091.533686         5.593940  0.48  0.22471
   24940000       2.119389  2.475053e-06      6096.014355        10.528320      6092.456761         5.586585  0.36  0.21930
   24950000       2.114224  2.471180e-06      6086.483817         5.762855      6089.962851         5.575771  0.47  0.22559
   24960000       2.109072  2.466074e-06      6082.138059         8.317765      6086.664180         5.566713  0.36  0.21930
   24970000       2.103948  2.466220e-06      6088.685592        12.335240      6086.747151         5.553133  0.44  0.22680
   24980000       2.098805  2.469560e-06      6089.406001         3.299213      6087.230966         5.527618  0.43  0.22671
   24990000       2.093669  2.481477e-06      6100.681144         8.178574      6096.123891         5.511941  0.50  0.22222
   25000000       2.088552  2.478002e-06      6097.669480         8.965577      6090.400641         5.504384  0.36  0.21930
   25010000       2.083463  2.427364e-06      6087.062711         8.468574      6087.270970         5.494861  0.39  0.22394
   25020000       2.078400  2.454848e-06      6089.027408         4.827000      6087.973673         5.486720  0.40  0.22500
   25030000       2.073357  2.469129e-06      6091.520381         8.666279      6087.825549         5.466357  0.47  0.22559
   25040000       2.068306  2.472387e-06      6086.237015         4.250881      6089.716068         5.454314  0.42  0.22639
   25050000       2.063263  2.457126e-06      6087.953535         6.286250      6093.553779         5.438580  0.48  0.22471
   25060000       2.058221  2.473965e-06      6104.486059        11.582646      6096.090645         5.427432  0.44  0.22680
   25070000       2.053213  2.417868e-06      6100.138379         7.538430      6097.320443         5.418775  0.45  0.22664
   25080000       2.048214  2.457805e-06      6089.915020         5.324503      6094.735168         5.398379  0.42  0.22639
   25090000       2.043223  2.358387e-06      6096.784691        10.989740      6088.875245         5.392162  0.46  0.22624
   25100000       2.038248  2.446192e-06      6084.275390         2.295204      6084.316141         5.371823  0.41  0.22582
   25110000       2.033274  2.472679e-06      6090.737302         6.637528      6085.697167         5.354739  0.33  0.21247
   25120000       2.028283  2.492096e-06      6092.196257        10.332568      6087.342051         5.334222  0.41  0.22582
   25130000       2.023302  2.359989e-06      6081.843868         5.254522      6085.843807         5.323991  0.48  0.22471
   25140000       2.018338  2.480946e-06      6075.573419        10.577524      6084.940505         5.312869  0.45  0.22664
   25150000       2.013400  2.489663e-06      6084.696340         5.417495      6083.027820         5.294733  0.45  0.22664
   25160000       2.008454  2.469398e-06      6086.930015         5.131534      6083.719123         5.276977  0.42  0.22639
   25170000       2.003498  2.501547e-06      6091.371868         5.520634      6086.182977         5.263525  0.46  0.22624
   25180000       1.998570  2.497092e-06      6089.333058         8.877896      6096.203545         5.252554  0.51  0.22062
   25190000       1.993675  2.425992e-06      6089.272538         7.915159      6089.274842         5.246829  0.42  0.22639
   25200000       1.988788  2.445197e-06      6096.570868         6.309264      6090.695355         5.232344  0.49  0.22358
   25210000       1.983902  2.459923e-06      6084.325303         5.995847      6086.567712         5.219189  0.43  0.22671
   25220000       1.979032  2.338047e-06      6085.634721         7.014082      6088.905461         5.203318  0.42  0.22639
   25230000       1.974155  2.454507e-06      6100.692166        12.379778      6090.150375         5.194718  0.47  0.22559
   25240000       1.969308  2.476060e-06      6101.538897         7.982838      6094.064391         5.182256  0.37  0.22109
   25250000       1.964474  2.492374e-06      6102.249954         8.684940      6094.219560         5.166772  0.43  0.22671
   25260000       1.959655  2.471736e-06      6089.982111        11.576569      6101.014922         5.161599  0.39  0.22394
   25270000       1.954852  2.390222e-06      6091.242942         8.371635      6098.831888         5.152201  0.34  0.21499
   25280000       1.950082  2.438287e-06      6094.455283         5.208502      6091.023884         5.145320  0.46  0.22624
   25290000       1.945331  2.440139e-06      6095.523975         8.121450      6091.749228         5.128849  0.34  0.21499
   25300000       1.940592  2.464564e-06      6094.636637         6.282600      6094.271923         5.116257  0.39  0.22394
   25310000       1.935852  2.425488e-06      6095.369810         4.580762      6092.998580         5.106765  0.44  0.22680
   25320000       1.931160  2.453649e-06      6091.719825        10.401447      6093.407925         5.102173  0.41  0.22582
   25330000       1.926487  2.345160e-06      6086.496738         5.863469      6089.673196         5.093546  0.43  0.22671
   25340000       1.921842  2.434784e-06      6100.390235         6.313837      6095.100156         5.090563  0.48  0.22471
   25350000       1.917231  2.424165e-06      6091.273646         4.541406      6093.065855         5.086804  0.46  0.22624
   25360000       1.912644  2.420063e-06      6088.140011         8.372868      6089.371613         5.077617  0.45  0.22664
   25370000       1.908076  2.389056e-06      6095.533500         6.228315      6090.515389         5.068873  0.42  0.22639
   25380000       1.903519  2.366762e-06      6080.991135         5.400763      6085.874957         5.059561  0.35  0.21726
   25390000       1.899002  2.362282e-06      6081.258824         3.954111      6084.040944         5.053803  0.41  0.22582
   25400000       1.894498  2.410222e-06      6086.521158         5.494258      6086.350505         5.036209  0.48  0.22471
   25410000       1.889990  2.366996e-06      6082.087550         5.021794      6085.270951         5.023419  0.44  0.22680
   25420000       1.885485  2.380250e-06      6079.544864         6.480006      6084.590297         5.015036  0.46  0.22624
   25430000       1.881004  2.361155e-06      6088.357412         5.213879      6090.005389         5.003665  0.43  0.22671
   25440000       1.876535  2.390924e-06      6089.436992         2.704162      6088.634284         4.989251  0.51  0.22062
   25450000       1.872076  2.372465e-06      6096.290236         8.669302      6090.351368         4.975164  0.41  0.22582
   25460000       1.867604  2.405095e-06      6088.457509         5.423379      6092.326758         4.958077  0.41  0.22582
   25470000       1.863132  2.431847e-06      6090.829740         1.852907      6090.746813         4.940707  0.45  0.22664
   25480000       1.858667  2.390878e-06      6094.968584         7.684080      6088.732327         4.923741  0.36  0.21930
   25490000       1.854205  2.328402e-06      6081.748541         7.745939      6088.573135         4.914218  0.45  0.22664
   25500000       1.849762  2.428489e-06      6089.358360         5.549249      6084.540746         4.907902  0.41  0.22582
   25510000       1.845338  2.390321e-06      6095.114291         6.384892      6089.826804         4.898756  0.47  0.22559
   25520000       1.840934  2.397593e-06      6093.696654         2.981218      6091.866451         4.890098  0.48  0.22471
   25530000       1.836550  2.411282e-06      6087.571744         4.194672      6090.471296         4.881395  0.47  0.22559
   25540000       1.832193  2.407672e-06      6089.993591         6.377842      6089.483412         4.871260  0.49  0.22358
   25550000       1.827846  2.409403e-06      6085.770694         5.972803      6089.761211         4.861403  0.46  0.22624
   25560000       1.823496  2.388861e-06      6093.917819         6.581273      6088.834943         4.844331  0.48  0.22471
   25570000       1.819151  2.338141e-06      6089.856168         4.574338      6088.045103         4.833545  0.48  0.22471
   25580000       1.814817  2.408943e-06      6087.866241         5.064078      6085.603246         4.821175  0.37  0.22109
   25590000       1.810494  2.418866e-06      6092.818840         5.493359      6089.677696         4.808950  0.42  0.22639
   25600000       1.806171  2.372874e-06      6080.644746        10.618799      6089.212436         4.796787  0.47  0.22559
   25610000       1.801871  2.392352e-06      6084.354527         7.255939      6089.363999         4.790035  0.40  0.22500
   25620000       1.797603  2.283332e-06      6094.439114         5.075823      6090.093885         4.782468  0.50  0.22222
   25630000       1.793344  2.385830e-06      6095.997749         2.591261      6094.263913         4.766012  0.41  0.22582
   25640000       1.789063  2.412643e-06      6089.095561         3.684071      6091.893996         4.754257  0.50  0.22222
   25650000       1.784816  2.244535e-06      6098.899578        10.748562      6089.132035         4.752725  0.45  0.22664
   25660000       1.780599  2.393882e-06      6093.200717         2.529772      6094.367057         4.743970  0.36  0.21930
   25670000       1.776402  2.397459e-06      6096.158400         8.402585      6090.027731         4.733572  0.52  0.21879
   25680000       1.772211  2.378456e-06      6088.454525         6.093582      6087.777582         4.722358  0.46  0.22624
   25690000       1.768027  2.379651e-06      6094.091130        10.259817      6085.333812         4.716168  0.52  0.21879
   25700000       1.763857  2.381888e-06      6087.127967         4.547295      6087.634409         4.703454  0.40  0.22500
   25710000       1.759695  2.313962e-06      6079.608527         4.980606      6083.965365         4.691820  0.46  0.22624
   25720000       1.755545  2.384683e-06      6084.989558         6.690340      6080.103612         4.677995  0.50  0.22222
   25730000       1.751416  2.371115e-06      6087.032088         2.251505      6087.097942         4.669475  0.47  0.22559
   25740000       1.747288  2.329083e-06      6088.349754         2.416537      6087.952565         4.661053  0.43  0.22671
   25750000       1.743171  2.385215e-06      6087.870108         9.839824      6089.301284         4.652975  0.57  0.20616
   25760000       1.739084  2.379937e-06      6083.617678         4.793642      6085.462134         4.644821  0.51  0.22062
   25770000       1.735000  2.360878e-06      6075.420973         9.949382      6084.934619         4.632714  0.49  0.22358
   25780000       1.730933  2.374041e-06      6075.703537         3.964682      6079.347998         4.624604  0.45  0.22664
   25790000       1.726879  2.298935e-06      6083.259639         5.347925      6081.426226         4.610767  0.50  0.22222
   25800000       1.722827  2.322835e-06      6083.682960         5.095644      6086.160335         4.600128  0.42  0.22639
   25810000       1.718779  2.314868e-06      6085.315246         1.688545      6086.702981         4.590974  0.39  0.22394
   25820000       1.714742  2.369638e-06      6092.567242        10.242706      6094.223067         4.580468  0.57  0.20616
   25830000       1.710729  2.320038e-06      6084.184919         8.073607      6091.895362         4.580366  0.41  0.22582
   25840000       1.706760  2.325508e-06      6094.629505        10.078012      6086.197849         4.572649  0.42  0.22639
   25850000       1.702800  2.300871e-06      6088.858289         3.232653      6085.950522         4.560974  0.47  0.22559
   25860000       1.698840  2.324720e-06      6090.440189         3.407162      6089.803818         4.545325  0.39  0.22394
   25870000       1.694880  2.371140e-06      6091.610396        10.341528      6089.643231         4.531953  0.45  0.22664
   25880000       1.690906  2.379499e-06      6092.557550         8.118236      6090.356521         4.517060  0.39  0.22394
   25890000       1.686951  2.332401e-06      6096.528535         8.094856      6089.135617         4.505910  0.41  0.22582
   25900000       1.682989  2.355551e-06      6085.672714         7.641475      6087.742282         4.497196  0.46  0.22624
   25910000       1.679047  2.306389e-06      6089.632359         6.205671      6086.060428         4.490733  0.49  0.22358
   25920000       1.675122  2.268663e-06      6094.797383         8.634519      6086.839180         4.478245  0.43  0.22671
   25930000       1.671201  2.367150e-06      6093.889064         5.575460      6089.915341         4.465654  0.46  0.22624
   25940000       1.667280  2.331928e-06      6089.289551         4.742765      6091.189350         4.453593  0.47  0.22559
   25950000       1.663385  2.368906e-06      6092.626009         9.189452      6087.001068         4.449128  0.45  0.22664
   25960000       1.659504  2.359172e-06      6089.863393         5.997423      6090.027884         4.444793  0.45  0.22664
   25970000       1.655652  2.288335e-06      6082.279443         6.025655      6086.440065         4.442903  0.48  0.22471
   25980000       1.651818  2.250703e-06      6088.143967         8.856618      6081.862428         4.431368  0.58  0.20296
   25990000       1.647998  2.284094e-06      6090.018621         3.853490      6088.927827         4.421902  0.41  0.22582
   26000000       1.644183  2.267004e-06      6086.634225         5.630132      6088.682844         4.413926  0.39  0.22394
   26010000       1.640386  2.313129e-06      6083.969935         5.046643      6084.078455         4.409935  0.42  0.22639
   26020000       1.636627  2.321429e-06      6086.630748         7.052112      6080.081034         4.401826  0.40  0.22500
   26030000       1.632880  2.264896e-06      6078.661546         4.040675      6082.052347         4.396789  0.47  0.22559
   26040000       1.629140  2.322396e-06      6077.148091         5.747253      6082.223795         4.386375  0.47  0.22559
   26050000       1.625405  2.263305e-06      6082.909525         5.518136      6078.407337         4.374663  0.47  0.22559
   26060000       1.621678  2.322133e-06      6087.273393         3.089134      6084.579554         4.366808  0.43  0.22671
   26070000       1.617971  2.310232e-06      6084.935299         6.406749      6083.133977         4.358658  0.42  0.22639
   26080000       1.614267  2.324310e-06      6084.094782         1.817495      6084.666948         4.345306  0.44  0.22680
   26090000       1.610561  2.288708e-06      6090.897427         5.047691      6088.490765         4.329013  0.48  0.22471
   26100000       1.606864  2.318913e-06      6075.079736         8.180426      6082.657300         4.323358  0.42  0.22639
   26110000       1.603179  2.310457e-06      6084.590053         5.834324      6080.446403         4.313454  0.50  0.22222
   26120000       1.599502  2.267938e-06      6081.632696         4.168374      6084.095381         4.304998  0.52  0.21879
   26130000       1.595846  2.326404e-06      6084.728622         5.324865      6081.939028         4.294253  0.47  0.22559
   26140000       1.592176  2.319477e-06      6089.114121         4.877005      6088.753042         4.286090  0.38  0.22264
   26150000       1.588532  2.270289e-06      6082.625545         2.868949      6085.145974         4.281200  0.40  0.22500
   26160000       1.584902  2.294652e-06      6086.587134         4.811012      6086.656829         4.267299  0.39  0.22394
   26170000       1.581266  2.322569e-06      6087.845509         4.287625      6085.764746         4.252165  0.44  0.22680
   26180000       1.577630  2.332749e-06      6083.485494         5.266072      6083.781082         4.241854  0.38  0.22264
   26190000       1.573998  2.320334e-06      6076.276204         4.216237      6079.700882         4.232589  0.46  0.22624
   26200000       1.570386  2.244977e-06      6097.895458        10.749286      6087.470276         4.229629  0.44  0.22680
   26210000       1.566805  2.211432e-06      6085.515158         6.335859      6091.496740         4.224471  0.46  0.22624
   26220000       1.563236  2.307826e-06      6085.011659         2.951937      6086.924629         4.218634  0.37  0.22109
   26230000       1.559677  2.287906e-06      6092.903289        11.103629      6086.961015         4.210218  0.41  0.22582
   26240000       1.556129  2.307109e-06      6094.069128         8.029493      6087.505701         4.199073  0.46  0.22624
   26250000       1.552599  2.297596e-06      6086.068138         3.058573      6085.381975         4.192685  0.46  0.22624
   26260000       1.549087  2.254057e-06      6080.053716         4.558396      6079.080949         4.187595  0.49  0.22358
   26270000       1.545590  2.278267e-06      6082.326675         5.840939      6083.148397         4.178006  0.43  0.22671
   26280000       1.542103  2.270306e-06      6087.902907         5.770337      6087.641214         4.171645  0.42  0.22639
   26290000       1.538630  2.269682e-06      6089.333151         4.663587      6086.642956         4.164396  0.47  0.22559
   26300000       1.535173  2.274553e-06      6079.915565         4.265575      6081.945008         4.162114  0.40  0.22500
   26310000       1.531729  2.123049e-06      6081.337168         3.366823      6079.499790         4.155003  0.38  0.22264
   26320000       1.528290  2.274393e-06      6079.129740         2.308575      6079.008856         4.143862  0.42  0.22639
   26330000       1.524858  2.268890e-06      6085.762945         5.864944      6083.776737         4.135187  0.53  0.21672
   26340000       1.521453  1.996871e-06      6074.900103         4.947891      6079.585938         4.128910  0.45  0.22664
   26350000       1.518047  2.270230e-06      6080.318482         2.255652      6079.907034         4.118596  0.42  0.22639
   26360000       1.514644  2.275923e-06      6087.533765         5.828751      6082.294596         4.106134  0.41  0.22582
   26370000       1.511244  2.270800e-06      6082.111694         6.362893      6088.016886         4.099553  0.45  0.22664
   26380000       1.507862  2.257588e-06      6077.721512         5.402937      6080.959232         4.098777  0.43  0.22671
   26390000       1.504510  2.214577e-06      6075.935066         5.108353      6080.692027         4.091139  0.54  0.21442
   26400000       1.501172  2.236848e-06      6082.876758         2.071956      6081.625134         4.086194  0.45  0.22664
   26410000       1.497834  2.254774e-06      6086.931072         5.215239      6082.677603         4.073708  0.37  0.22109
   26420000       1.494500  2.263000e-06      6088.253114         7.744020      6083.290435         4.059255  0.50  0.22222
   26430000       1.491174  2.211401e-06      6085.531552         5.467519      6080.976555         4.044553  0.44  0.22680
   26440000       1.487843  2.225402e-06      6083.338677         4.149682      6079.412158         4.039215  0.41  0.22582
   26450000       1.484504  2.269629e-06      6080.856326         1.995493      6079.643120         4.022585  0.38  0.22264
   26460000       1.481154  2.290869e-06      6085.797721         4.561618      6083.404796         4.006564  0.39  0.22394
   26470000       1.477799  2.250056e-06      6074.209893         9.051108      6082.828081         3.994851  0.49  0.22358
   26480000       1.474453  2.292057e-06      6082.558000         3.935445      6079.216425         3.982448  0.44  0.22680
   26490000       1.471098  2.306763e-06      6085.778182         2.988501      6084.289011         3.970613  0.43  0.22671
   26500000       1.467753  2.183972e-06      6078.437673         3.316538      6081.162896         3.963210  0.46  0.22624
   26510000       1.464423  2.152334e-06      6083.816875         3.311357      6083.767891         3.954336  0.53  0.21672
   26520000       1.461102  2.290867e-06      6078.660696         3.351006      6077.124316         3.950367  0.54  0.21442
   26530000       1.457806  2.221781e-06      6079.680276         3.210189      6080.360340         3.939883  0.44  0.22680
   26540000       1.454496  2.157940e-06      6074.276020         8.093061      6079.188115         3.927798  0.44  0.22680
   26550000       1.451193  2.290440e-06      6080.691358         6.501357      6074.616451         3.915891  0.40  0.22500
   26560000       1.447899  2.286950e-06      6075.724011         3.718948      6078.784235         3.907226  0.48  0.22471
   26570000       1.444606  2.295516e-06      6077.387043         4.915140      6080.305273         3.899908  0.48  0.22471
   26580000       1.441319  2.278544e-06      6079.713859         1.552650      6080.001176         3.889557  0.37  0.22109
   26590000       1.438027  2.304467e-06      6073.191425         6.732190      6079.631365         3.877152  0.34  0.21499
   26600000       1.434751  2.230015e-06      6075.277497         3.206787      6075.160067         3.869792  0.43  0.22671
   26610000       1.431484  2.301764e-06      6082.969729         6.190095      6077.166814         3.859748  0.50  0.22222
   26620000       1.428219  2.281755e-06      6074.536321         4.632540      6078.868169         3.852676  0.47  0.22559
   26630000       1.424962  2.315284e-06      6081.790486         3.456346      6080.033314         3.840500  0.51  0.22062
   26640000       1.421702  2.318168e-06      6082.496006         2.132140      6083.892707         3.830012  0.45  0.22664
   26650000       1.418454  2.295033e-06      6081.519561         7.006159      6083.688809         3.825003  0.37  0.22109
   26660000       1.415228  2.309555e-06      6091.153538        11.515064      6084.287821         3.816129  0.38  0.22264
   26670000       1.412001  2.232472e-06      6085.895026         4.293849      6081.849064         3.810044  0.41  0.22582
   26680000       1.408793  2.272575e-06      6085.283997         4.467348      6082.065580         3.797980  0.52  0.21879
   26690000       1.405586  2.314873e-06      6077.671595         5.178156      6082.462541         3.789452  0.52  0.21879
   26700000       1.402377  2.312326e-06      6083.300028         5.252420      6082.440603         3.779905  0.49  0.22358
   26710000       1.399173  2.314394e-06      6073.761762         6.461060      6080.021245         3.771566  0.39  0.22394
   26720000       1.395978  2.291757e-06      6074.386782         6.837513      6080.583804         3.766186  0.44  0.22680
   26730000       1.392806  2.281270e-06      6088.741618        10.429316      6079.176859         3.755500  0.57  0.20616
   26740000       1.389619  2.227496e-06      6091.163460        13.924855      6081.085950         3.740900  0.42  0.22639
   26750000       1.386435  2.311855e-06      6086.345075         4.244581      6083.404720         3.732791  0.46  0.22624
   26760000       1.383264  2.295927e-06      6079.483551         4.021006      6082.418884         3.732840  0.45  0.22664
   26770000       1.380108  2.308942e-06      6074.484634         4.569751      6078.089308         3.723475  0.40  0.22500
   26780000       1.376963  2.298536e-06      6083.158240         5.392044      6079.158267         3.717997  0.36  0.21930
   26790000       1.373838  2.274210e-06      6081.919604         5.820750      6079.029529         3.710104  0.39  0.22394
   26800000       1.370713  2.298211e-06      6081.750520         2.893443      6079.983018         3.701201  0.43  0.22671
   26810000       1.367594  2.280086e-06      6077.379567         4.537971      6080.620800         3.690040  0.41  0.22582
   26820000       1.364490  2.286722e-06      6078.552610         2.652014      6078.629289         3.682214  0.44  0.22680
   26830000       1.361382  2.312017e-06      6077.288591         2.335560      6078.160055         3.670799  0.43  0.22671
   26840000       1.358273  2.256745e-06      6074.264797         7.984247      6081.364790         3.659285  0.50  0.22222
   26850000       1.355169  2.320966e-06      6084.120036         4.781368      6084.090305         3.650324  0.47  0.22559
   26860000       1.352069  2.309188e-06      6076.357696         5.601388      6081.748585         3.641704  0.40  0.22500
   26870000       1.348984  2.317864e-06      6077.959739         7.770467      6082.518761         3.634481  0.45  0.22664
   26880000       1.345900  2.232890e-06      6081.941310         6.274484      6079.311225         3.628684  0.44  0.22680
   26890000       1.342833  2.312641e-06      6078.651198         1.670941      6078.484733         3.620765  0.44  0.22680
   26900000       1.339772  2.308001e-06      6081.833294         4.557003      6078.735621         3.612607  0.32  0.20971
   26910000       1.336716  2.308021e-06      6081.780123         3.108156      6081.218187         3.596167  0.35  0.21726
   26920000       1.333643  2.323800e-06      6080.790021         2.092113      6080.575994         3.587771  0.44  0.22680
   26930000       1.330585  2.111514e-06      6075.241632         4.773699      6079.275314         3.583102  0.44  0.22680
   26940000       1.327537  2.311826e-06      6085.113144        11.770818      6081.238790         3.571182  0.51  0.22062
   26950000       1.324497  2.307112e-06      6079.707882         6.650455      6078.232750         3.563858  0.41  0.22582
   26960000       1.321466  2.326228e-06      6078.684255         1.843600      6078.457052         3.556238  0.52  0.21879
   26970000       1.318434  2.305709e-06      6077.588582         1.615360      6078.035443         3.548011  0.47  0.22559
   26980000       1.315402  2.329601e-06      6077.899264         1.354766      6078.245946         3.536403  0.43  0.22671
   26990000       1.312371  2.313678e-06      6080.941440         5.934186      6080.603104         3.527878  0.38  0.22264
   27000000       1.309355  2.231391e-06      6080.706852         2.504493      6081.635816         3.522603  0.44  0.22680
   27010000       1.306356  2.314749e-06      6081.338205         3.471283      6078.435483         3.516856  0.44  0.22680
   27020000       1.303363  2.322692e-06      6077.977829         1.938569      6077.921478         3.509751  0.33  0.21247
   27030000       1.300374  2.320556e-06      6076.865610         6.169695      6077.768573         3.500071  0.48  0.22471
   27040000       1.297386  2.270103e-06      6077.412713         3.006660      6079.240338         3.490736  0.44  0.22680
   27050000       1.294419  2.303902e-06      6082.425109         3.188391      6080.847548         3.485963  0.44  0.22680
   27060000       1.291464  2.304662e-06      6079.506285         2.424221      6080.455040         3.476072  0.44  0.22680
   27070000       1.288504  2.303919e-06      6084.459483         7.498351      6080.464418         3.468621  0.56  0.20914
   27080000       1.285555  2.232740e-06      6072.360959         5.538085      6077.590514         3.466058  0.35  0.21726
   27090000       1.282631  2.243731e-06      6076.077008         2.176484      6077.145874         3.462001  0.42  0.22639
   27100000       1.279714  2.302611e-06      6083.908765         4.140908      6080.103724         3.454111  0.46  0.22624
   27110000       1.276807  2.256273e-06      6074.359920         6.469022      6080.147137         3.450477  0.48  0.22471
   27120000       1.273920  2.292828e-06      6077.617809         3.338403      6075.476583         3.445410  0.38  0.22264
   27130000       1.271037  2.231089e-06      6078.840992        11.243433      6073.252820         3.437363  0.45  0.22664
   27140000       1.268170  2.300474e-06      6076.327784         1.640782      6075.965651         3.425478  0.45  0.22664
   27150000       1.265282  2.305989e-06      6073.444240         5.597140      6074.948436         3.414787  0.46  0.22624
   27160000       1.262399  2.171782e-06      6076.382225         2.702501      6074.490216         3.401679  0.45  0.22664
   27170000       1.259520  2.244205e-06      6077.702061         3.452554      6075.879140         3.392652  0.49  0.22358
   27180000       1.256643  2.323516e-06      6074.724744         2.452436      6073.388404         3.381556  0.43  0.22671
   27190000       1.253763  2.311315e-06      6079.511456         4.243948      6078.899177         3.371448  0.36  0.21930
   27200000       1.250882  2.314468e-06      6082.357839         6.652908      6079.029299         3.366620  0.48  0.22471
   27210000       1.248011  2.294706e-06      6082.208059         3.301803      6080.039392         3.358406  0.34  0.21499
   27220000       1.245145  2.316722e-06      6079.575266         3.648384      6078.112308         3.350033  0.55  0.21189
   27230000       1.242289  2.323184e-06      6079.394193         3.785991      6077.458760         3.345185  0.41  0.22582
   27240000       1.239441  2.307307e-06      6083.532669         5.129397      6078.856646         3.340347  0.48  0.22471
   27250000       1.236605  2.136957e-06      6077.543425         4.436762      6077.028168         3.332651  0.52  0.21879
   27260000       1.233777  2.311317e-06      6073.123594         3.402661      6076.281395         3.322024  0.45  0.22664
   27270000       1.230949  2.323281e-06      6076.409180         4.688589      6073.234338         3.313852  0.43  0.22671
   27280000       1.228119  2.323331e-06      6070.971465         1.899751      6072.437185         3.302056  0.52  0.21879
   27290000       1.225312  2.317290e-06      6082.351043         3.931011      6078.707604         3.297495  0.44  0.22680
   27300000       1.222507  2.292282e-06      6078.654595         3.765726      6076.403584         3.292699  0.42  0.22639
